sample_id,image_path,source_split,detector_annotation_path,verified_ground_truth_plate,condition_labels,valid_plate_present,verification_notes,verified_by,verified_at,plate_detected,detection_outcome
DEV-072,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_171131_jpg.rf.8b0b92ae2c65f1c423d93b9cccb8b308.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_171131_jpg.rf.8b0b92ae2c65f1c423d93b9cccb8b308.txt,JXA5355,clear,TRUE,,Jacob,2026-09-07T18:40:00+08:00,true,true_positive
DEV-073,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_171227_jpg.rf.df8613362b5d38f19e96fa09af0166dc.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_171227_jpg.rf.df8613362b5d38f19e96fa09af0166dc.txt,JEM18,clear;angled,TRUE,,Jacob,2026-09-07T18:41:00+08:00,true,true_positive
DEV-074,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_171251_jpg.rf.46a072ad51b51285a868684c73391793.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_171251_jpg.rf.46a072ad51b51285a868684c73391793.txt,NDB4391,clear,TRUE,,Jacob,2026-09-07T18:41:00+08:00,true,true_positive
DEV-075,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_171258_jpg.rf.d31df88ca1f17503c1a68dc066407401.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_171258_jpg.rf.d31df88ca1f17503c1a68dc066407401.txt,MCM4398,clear;angled,TRUE,,Jacob,2026-09-07T18:41:00+08:00,true,true_positive
DEV-076,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_171314_jpg.rf.9c2ecb8d6fa360902169169c36223eb1.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_171314_jpg.rf.9c2ecb8d6fa360902169169c36223eb1.txt,QAA4009W,clear,TRUE,,Jacob,2026-09-07T20:06:00+08:00,true,true_positive
DEV-077,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202131_jpg.rf.6b848cb2c7d6ee49c32fbd15d1211a80.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202131_jpg.rf.6b848cb2c7d6ee49c32fbd15d1211a80.txt,DR4445,clear,TRUE,,Jacob,2026-09-07T20:06:00+08:00,true,true_positive
DEV-078,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202159_jpg.rf.5c538f79c374ed3d5cf7d99d91f56b6d.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202159_jpg.rf.5c538f79c374ed3d5cf7d99d91f56b6d.txt,MCF4050,clear;angled,TRUE,,Jacob,2026-09-07T20:07:00+08:00,true,true_positive
DEV-079,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202326_jpg.rf.4351debc4422541193413f90a8e597f5.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202326_jpg.rf.4351debc4422541193413f90a8e597f5.txt,RAW5904,clear;angled,TRUE,,Jacob,2026-09-07T20:07:00+08:00,true,true_positive
DEV-080,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202410_jpg.rf.17720106ebe8915252f84349a75cc039.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202410_jpg.rf.17720106ebe8915252f84349a75cc039.txt,ST7859Y,clear,TRUE,,Jacob,2026-09-07T20:09:00+08:00,true,true_positive
DEV-081,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202450_jpg.rf.901c4675f7c9799d00f59a1d1583bd1f.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202450_jpg.rf.901c4675f7c9799d00f59a1d1583bd1f.txt,VAH2539,clear;angled,TRUE,,Jacob,2026-09-07T20:09:00+08:00,true,true_positive
DEV-082,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202558_jpg.rf.856adb50ff6ce8699163311127b3d409.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202558_jpg.rf.856adb50ff6ce8699163311127b3d409.txt,PRE5862,clear,TRUE,,Jacob,2026-09-07T20:09:00+08:00,true,true_positive
DEV-083,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\20260113_202629_jpg.rf.20742c660a780d1d41f33fb8cf32a5a4.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\20260113_202629_jpg.rf.20742c660a780d1d41f33fb8cf32a5a4.txt,RAP1940,clear,TRUE,,Jacob,2026-09-07T20:10:00+08:00,true,true_positive
DEV-084,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\29650796-36d3-468b-8cda-eb6859e053a3_jpg.rf.2cfcbea1b82ed9b8500c7606495a9ba5.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\29650796-36d3-468b-8cda-eb6859e053a3_jpg.rf.2cfcbea1b82ed9b8500c7606495a9ba5.txt,PMJ5716,clear,TRUE,,Jacob,2026-09-07T20:10:00+08:00,true,true_positive
DEV-085,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\319e49f8-181f-4288-aa94-0d38d33f77c1_jpg.rf.fb7434467d91b3c705d071287c98bfaf.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\319e49f8-181f-4288-aa94-0d38d33f77c1_jpg.rf.fb7434467d91b3c705d071287c98bfaf.txt,VCF1804,clear,TRUE,,Jacob,2026-09-07T20:12:00+08:00,true,true_positive
DEV-086,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\3b66b3ed-349f-4d1c-9861-f6a7c2065a80_jpg.rf.47efdb54238163cc2f14ced98cd20f55.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\3b66b3ed-349f-4d1c-9861-f6a7c2065a80_jpg.rf.47efdb54238163cc2f14ced98cd20f55.txt,VBR2625,clear,TRUE,,Jacob,2026-09-07T20:12:00+08:00,true,true_positive
DEV-087,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\3ed72906-efff-40d0-afae-a52e3ba3f46f_jpg.rf.7ac5bb1be58b6235aad3251ed9926f83.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\3ed72906-efff-40d0-afae-a52e3ba3f46f_jpg.rf.7ac5bb1be58b6235aad3251ed9926f83.txt,VAT6458,clear,TRUE,,Jacob,2026-09-07T20:12:00+08:00,true,true_positive
DEV-088,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\79ce0061-4b2e-4b33-b341-8efe9e05f57f_jpg.rf.54c91d95394687ccb2269845ddf00ec4.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\79ce0061-4b2e-4b33-b341-8efe9e05f57f_jpg.rf.54c91d95394687ccb2269845ddf00ec4.txt,WB3008J,clear,TRUE,,Jacob,2026-09-07T20:12:00+08:00,true,true_positive
DEV-089,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\7fc83eb5-157c-4c55-be28-0bfc219c7062_jpg.rf.64e6f304354549dcf0a2245a2ae4016b.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\7fc83eb5-157c-4c55-be28-0bfc219c7062_jpg.rf.64e6f304354549dcf0a2245a2ae4016b.txt,PMV5769,clear,TRUE,,Jacob,2026-09-07T20:13:00+08:00,true,true_positive
DEV-090,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\9478b4e0-583c-4dd0-bc24-1969fcabfdf0_jpg.rf.1fae41e5fdf5e5ef4a067438f7f031e7.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\9478b4e0-583c-4dd0-bc24-1969fcabfdf0_jpg.rf.1fae41e5fdf5e5ef4a067438f7f031e7.txt,PMU4951,angled,TRUE,,Jacob,2026-09-07T20:13:00+08:00,true,true_positive
DEV-091,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\a3b2b64d-4e48-47db-8022-b86a1cbf7e2d_jpg.rf.bb8b3c2aa09fbac8925a6fd66bf778f9.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\a3b2b64d-4e48-47db-8022-b86a1cbf7e2d_jpg.rf.bb8b3c2aa09fbac8925a6fd66bf778f9.txt,PMU4951,clear,TRUE,,Jacob,2026-09-07T20:14:00+08:00,true,true_positive
DEV-092,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\b8ecddfc-5fb3-480c-93d2-5bc1307b6d23_jpg.rf.c1ce191daaab784b880feab982f3079f.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\b8ecddfc-5fb3-480c-93d2-5bc1307b6d23_jpg.rf.c1ce191daaab784b880feab982f3079f.txt,PMS9501,clear,TRUE,,Jacob,2026-09-07T20:14:00+08:00,true,true_positive
DEV-093,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bb6b932b-922f-4eb9-ba6c-f2722f8990f9_jpg.rf.5c9b1368282de7a982256c8cdd04f7b2.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\bb6b932b-922f-4eb9-ba6c-f2722f8990f9_jpg.rf.5c9b1368282de7a982256c8cdd04f7b2.txt,WC679T,clear;angled,TRUE,,Jacob,2026-09-07T20:15:00+08:00,true,true_positive
DEV-094,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bcb7964e-91e2-4690-88e2-8e13ade5f420_jpg.rf.a1da4fef6dce3ae66afb3cc18a0bb729.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\bcb7964e-91e2-4690-88e2-8e13ade5f420_jpg.rf.a1da4fef6dce3ae66afb3cc18a0bb729.txt,PMS9501,clear,TRUE,,Jacob,2026-09-07T20:15:00+08:00,true,true_positive
DEV-095,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bd0beef8-657d-47ea-b1d8-97f94c527321_jpg.rf.6b06e4800cbf7fc3a9ec46ac344aa0f0.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\bd0beef8-657d-47ea-b1d8-97f94c527321_jpg.rf.6b06e4800cbf7fc3a9ec46ac344aa0f0.txt,VBV2375,clear,TRUE,,Jacob,2026-09-07T20:16:00+08:00,true,true_positive
DEV-096,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\be69f5b3-1de1-4a2c-b61c-fe58ad360e0e_jpg.rf.1b3762c6d139226c05fd9dbc3d4b0248.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\be69f5b3-1de1-4a2c-b61c-fe58ad360e0e_jpg.rf.1b3762c6d139226c05fd9dbc3d4b0248.txt,PMV5769,clear,TRUE,,Jacob,2026-09-07T20:16:00+08:00,true,true_positive
DEV-097,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\c4417016-7e5c-43fd-981a-20302a85add8_jpg.rf.d17e08f0f7200c0fd33c9c820fb6a515.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\c4417016-7e5c-43fd-981a-20302a85add8_jpg.rf.d17e08f0f7200c0fd33c9c820fb6a515.txt,VK641,clear,TRUE,,Jacob,2026-09-07T20:16:00+08:00,true,true_positive
DEV-098,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\c8e9e034-e30b-4500-8825-89c54cfd67ab_jpg.rf.80432bc4b08b5bf4c571ef5708257ac0.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\c8e9e034-e30b-4500-8825-89c54cfd67ab_jpg.rf.80432bc4b08b5bf4c571ef5708257ac0.txt,VBR2625,clear,TRUE,,Jacob,2026-09-07T20:17:00+08:00,true,true_positive
DEV-099,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\carplate5_jpg.rf.4160b55536f8048fc9d96ed007eb9a2c.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\carplate5_jpg.rf.4160b55536f8048fc9d96ed007eb9a2c.txt,JQK6888,clear,TRUE,,Jacob,2026-09-07T20:17:00+08:00,true,true_positive
DEV-100,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\CB6_jpg.rf.3ac4255a81971fad72809b81e3042a51.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\CB6_jpg.rf.3ac4255a81971fad72809b81e3042a51.txt,CB6,clear;angled,TRUE,,Jacob,2026-09-07T20:18:00+08:00,true,true_positive
DEV-101,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\d4adec7b-9a43-4d5d-89c3-8f6cff9e226d_jpg.rf.53ccb291af3ab42468742184937aee94.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\d4adec7b-9a43-4d5d-89c3-8f6cff9e226d_jpg.rf.53ccb291af3ab42468742184937aee94.txt,KDY4848,clear,TRUE,,Jacob,2026-09-07T20:18:00+08:00,true,true_positive
DEV-102,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\f4dc5089-6cee-4085-bffe-85156e25af1a_jpg.rf.0e6cce7855d4bbb4fd98305574a6e9f6.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\f4dc5089-6cee-4085-bffe-85156e25af1a_jpg.rf.0e6cce7855d4bbb4fd98305574a6e9f6.txt,BPS726,clear,TRUE,,Jacob,2026-09-07T20:18:00+08:00,true,true_positive
DEV-103,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HBA8597_jpg.rf.588dbdafa0d145ce4fda87cfa5021ebd.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HBA8597_jpg.rf.588dbdafa0d145ce4fda87cfa5021ebd.txt,HBA8597,angled,TRUE,,Jacob,2026-09-07T20:19:00+08:00,true,true_positive
DEV-104,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HBB6533_jpg.rf.95a06e2a4c9da0df6ec7a9801c9ea9d2.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HBB6533_jpg.rf.95a06e2a4c9da0df6ec7a9801c9ea9d2.txt,HBB6533,clear,TRUE,,Jacob,2026-09-07T20:19:00+08:00,true,true_positive
DEV-105,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWC408_jpg.rf.052612c201afa1f55ed224406a44573b.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HWC408_jpg.rf.052612c201afa1f55ed224406a44573b.txt,HWC408,angled;small_or_distant,TRUE,,Jacob,2026-09-07T20:20:00+08:00,true,true_positive
DEV-106,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWD2527_jpg.rf.716dc801ee3fd744776b91de2eb8d149.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HWD2527_jpg.rf.716dc801ee3fd744776b91de2eb8d149.txt,HWD2527,angled,TRUE,,Jacob,2026-09-07T20:20:00+08:00,true,true_positive
DEV-107,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWD6457-1-_jpg.rf.fe951965b9a8887cfe1aeacb381e5d35.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HWD6457-1-_jpg.rf.fe951965b9a8887cfe1aeacb381e5d35.txt,HWD6457,angled,TRUE,,Jacob,2026-09-07T20:22:00+08:00,true,true_positive
DEV-108,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWE7837_jpg.rf.4a257babc5f381f47067eb02a9e282b5.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HWE7837_jpg.rf.4a257babc5f381f47067eb02a9e282b5.txt,HWE7837,angled,TRUE,,Jacob,2026-09-07T20:22:00+08:00,true,true_positive
DEV-109,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWE9_jpg.rf.0ddd2e2ed3adf0a79eac87d819f0e69b.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\HWE9_jpg.rf.0ddd2e2ed3adf0a79eac87d819f0e69b.txt,HWE9,angled;small_or_distant,TRUE,,Jacob,2026-09-07T20:22:00+08:00,true,true_positive
DEV-110,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\JCD8688_jpg.rf.b7adfa9b9f6a211dab593b734a663f62.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\JCD8688_jpg.rf.b7adfa9b9f6a211dab593b734a663f62.txt,JCD8688,angled,TRUE,,Jacob,2026-09-07T20:22:00+08:00,true,true_positive
DEV-111,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\KV5059D_jpg.rf.fdd1779f732339b4e13b5d1f4efceaa9.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\KV5059D_jpg.rf.fdd1779f732339b4e13b5d1f4efceaa9.txt,KV5059D,clear;small_or_distant,TRUE,,Jacob,2026-09-07T20:23:00+08:00,true,true_positive
DEV-112,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\malaysia-car-plate-number_13_jpeg_jpg.rf.5708e9b391a676631a9d77f4f7d89242.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\malaysia-car-plate-number_13_jpeg_jpg.rf.5708e9b391a676631a9d77f4f7d89242.txt,YA8055,clear,TRUE,,Jacob,2026-09-07T20:23:00+08:00,true,true_positive
DEV-113,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\malaysia-car-plate-number_37_jpeg_jpg.rf.140734eedca1636d97486393a8aca618.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\malaysia-car-plate-number_37_jpeg_jpg.rf.140734eedca1636d97486393a8aca618.txt,AAM4,clear,TRUE,,Jacob,2026-09-07T20:24:00+08:00,true,true_positive
DEV-114,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\malaysia-custom-car-plates_30_jpeg_jpg.rf.2a4bdf99e9357f12402e7189210cf5d1.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\malaysia-custom-car-plates_30_jpeg_jpg.rf.2a4bdf99e9357f12402e7189210cf5d1.txt,,clear,TRUE,there are more than 1 plate in this photo and none of the plates are on a vehicle,Jacob,2026-09-07T20:25:00+08:00,true,true_positive
DEV-115,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kerata-serawak-dan-sabah_258_jpeg_jpg.rf.19e6e0912ed2fc7357061bcd2b6162dd.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\nombor-plate-kerata-serawak-dan-sabah_258_jpeg_jpg.rf.19e6e0912ed2fc7357061bcd2b6162dd.txt,BB888,clear,TRUE,,Jacob,2026-09-07T20:25:00+08:00,true,true_positive
DEV-116,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kerata-serawak-dan-sabah_260_png_jpg.rf.3b9b30684656d049883234768a6e4f2e.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\nombor-plate-kerata-serawak-dan-sabah_260_png_jpg.rf.3b9b30684656d049883234768a6e4f2e.txt,FD3137,clear,TRUE,,Jacob,2026-09-07T20:25:00+08:00,true,true_positive
DEV-117,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kereta-malaysia_118_jpeg_jpg.rf.9d916b993f18f845ee91f11567837102.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\nombor-plate-kereta-malaysia_118_jpeg_jpg.rf.9d916b993f18f845ee91f11567837102.txt,SYG4,clear,TRUE,,Jacob,2026-09-07T20:26:00+08:00,true,true_positive
DEV-118,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kereta-malaysia_68_jpeg_jpg.rf.aeb030601df4f27091fbc98d3afde0cd.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\nombor-plate-kereta-malaysia_68_jpeg_jpg.rf.aeb030601df4f27091fbc98d3afde0cd.txt,,clear,TRUE,there are more than 1 plate in this photo and none of the plates are on a vehicle,Jacob,2026-09-07T20:26:00+08:00,true,true_positive
DEV-119,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-teksi-malaysia_258_jpeg_jpg.rf.4833dbf05685b520c3e81862e5256637.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\nombor-plate-teksi-malaysia_258_jpeg_jpg.rf.4833dbf05685b520c3e81862e5256637.txt,HQ1991,clear,TRUE,,Jacob,2026-09-07T20:26:00+08:00,true,true_positive
DEV-120,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\PNG6329_jpg.rf.7d523c0f480a5fc8d68478873df33824.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\PNG6329_jpg.rf.7d523c0f480a5fc8d68478873df33824.txt,PNG6329,clear,TRUE,,Jacob,2026-09-07T20:27:00+08:00,true,true_positive
DEV-121,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\QAA1805X_jpg.rf.4b9a3c46ce4f137ef66ffcf39e393198.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\QAA1805X_jpg.rf.4b9a3c46ce4f137ef66ffcf39e393198.txt,QAA1805X,clear;angled,TRUE,,Jacob,2026-09-07T20:27:00+08:00,true,true_positive
DEV-122,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SA7893K_jpg.rf.826724b650a6e76ecaace12a56cd2f0b.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\SA7893K_jpg.rf.826724b650a6e76ecaace12a56cd2f0b.txt,SA7893K,angled,TRUE,,Jacob,2026-09-07T20:29:00+08:00,true,true_positive
DEV-123,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SAC9680B_jpg.rf.c21db483c0aefdc633d60bdde45be366.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\SAC9680B_jpg.rf.c21db483c0aefdc633d60bdde45be366.txt,SAC9680B,clear,TRUE,,Jacob,2026-09-07T20:29:00+08:00,true,true_positive
DEV-124,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SB1576F_jpg.rf.613d586b1965c211db1550e882861298.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\SB1576F_jpg.rf.613d586b1965c211db1550e882861298.txt,SB1576F,small_or_distant,TRUE,,Jacob,2026-09-07T20:29:00+08:00,true,true_positive
DEV-125,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SD1252T_jpg.rf.c16189ec7d7336a6943a1930c9e3c4eb.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\SD1252T_jpg.rf.c16189ec7d7336a6943a1930c9e3c4eb.txt,SD1252T,clear,TRUE,,Jacob,2026-09-07T20:29:00+08:00,true,true_positive
DEV-126,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SL3A_jpg.rf.a456fbc8f2f892a6d3d50b99b20d1694.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\SL3A_jpg.rf.a456fbc8f2f892a6d3d50b99b20d1694.txt,SL3A,small_or_distant,TRUE,,Jacob,2026-09-07T20:30:00+08:00,true,true_positive
DEV-127,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ST6779Y_jpg.rf.1dff815ba6d676b7b41be66033cbebae.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\ST6779Y_jpg.rf.1dff815ba6d676b7b41be66033cbebae.txt,ST6779Y,clear;glare_or_exposure,TRUE,,Jacob,2026-09-07T20:30:00+08:00,true,true_positive
DEV-128,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\VBF2069_jpg.rf.e677d0eef2a93be6dfe1632aaa14dce7.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\VBF2069_jpg.rf.e677d0eef2a93be6dfe1632aaa14dce7.txt,VBF2069,angled,TRUE,,Jacob,2026-09-07T20:31:00+08:00,true,true_positive
DEV-129,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\VDD9379_jpg.rf.9a5bea3835bcd7bb2c634c5bc79a8039.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\VDD9379_jpg.rf.9a5bea3835bcd7bb2c634c5bc79a8039.txt,VDD9379,clear,TRUE,,Jacob,2026-09-07T20:31:00+08:00,true,true_positive
DEV-130,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\W2496F_jpg.rf.1b8c73f0dec4b825f2813154310befb8.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\W2496F_jpg.rf.1b8c73f0dec4b825f2813154310befb8.txt,W2496F,clear;glare_or_exposure,TRUE,,Jacob,2026-09-07T20:32:00+08:00,true,true_positive
DEV-131,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WB1100C_jpg.rf.82fdab7a260dde186ffd3302a1ec3f62.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WB1100C_jpg.rf.82fdab7a260dde186ffd3302a1ec3f62.txt,WB1100C,clear;low_light,TRUE,,Jacob,2026-09-07T20:32:00+08:00,true,true_positive
DEV-132,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WFK739_jpg.rf.eb63e0af6e3de7d9fe241b80ad4b8c93.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WFK739_jpg.rf.eb63e0af6e3de7d9fe241b80ad4b8c93.txt,WFK739,small_or_distant,TRUE,,Jacob,2026-09-07T20:33:00+08:00,true,true_positive
DEV-133,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WKW3556_jpg.rf.2a545d3aee77caa8d1d8de255d9bf63c.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WKW3556_jpg.rf.2a545d3aee77caa8d1d8de255d9bf63c.txt,WKW3556,clear,TRUE,,Jacob,2026-09-07T20:33:00+08:00,true,true_positive
DEV-134,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WNF7367_jpg.rf.63d58cfc1d82660d7843499311783e0d.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WNF7367_jpg.rf.63d58cfc1d82660d7843499311783e0d.txt,WND7367,small_or_distant;low_light,TRUE,,Jacob,2026-09-07T20:34:00+08:00,true,true_positive
DEV-135,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WPD3836_jpg.rf.679b2c919bc029710508c61a048f008f.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WPD3836_jpg.rf.679b2c919bc029710508c61a048f008f.txt,WPD3836,angled;small_or_distant,TRUE,,Jacob,2026-09-07T20:34:00+08:00,true,true_positive
DEV-136,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WVV5895_jpg.rf.3cb10773f33cfead44d73f8a75a3ed9a.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\WVV5895_jpg.rf.3cb10773f33cfead44d73f8a75a3ed9a.txt,WVV5895,clear,TRUE,,Jacob,2026-09-07T20:34:00+08:00,true,true_positive
DEV-137,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ZZ193_jpg.rf.eaed7d06b573754df464709a6046f7e5.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\ZZ193_jpg.rf.eaed7d06b573754df464709a6046f7e5.txt,ZZ193,clear,TRUE,,Jacob,2026-09-07T20:35:00+08:00,true,true_positive
DEV-138,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ZZ2169_jpg.rf.054f67b5454ff10b5a742b6819ea8bb3.jpg,train,C:\Capstone Project\Malaysian Car Plate Dataset\train\labels\ZZ2169_jpg.rf.054f67b5454ff10b5a742b6819ea8bb3.txt,ZZ2169,clear,TRUE,,Jacob,2026-09-07T20:35:00+08:00,true,true_positive
