id,image_path,crop_path,detection_confidence,ocr_raw_text,ocr_normalized_text,ocr_confidence,ground_truth_plate,ground_truth_normalized,exact_match
86,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\3b66b3ed-349f-4d1c-9861-f6a7c2065a80_jpg.rf.47efdb54238163cc2f14ced98cd20f55.jpg,ml\evaluation\development\review\crops\86_3b66b3ed-349f-4d1c-9861-f6a7c2065a80_jpg.rf.47efdb54238163cc2f14ced98cd20f55.jpg,0.894656,VBR 2625,VBR2625,0.999688,VBR2625,VBR2625,true
87,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\3ed72906-efff-40d0-afae-a52e3ba3f46f_jpg.rf.7ac5bb1be58b6235aad3251ed9926f83.jpg,ml\evaluation\development\review\crops\87_3ed72906-efff-40d0-afae-a52e3ba3f46f_jpg.rf.7ac5bb1be58b6235aad3251ed9926f83.jpg,0.921551,6458,6458,0.999999,VAT6458,VAT6458,false
88,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\79ce0061-4b2e-4b33-b341-8efe9e05f57f_jpg.rf.54c91d95394687ccb2269845ddf00ec4.jpg,ml\evaluation\development\review\crops\88_79ce0061-4b2e-4b33-b341-8efe9e05f57f_jpg.rf.54c91d95394687ccb2269845ddf00ec4.jpg,0.909075,WB 3008 J,WB3008J,0.989248,WB3008J,WB3008J,true
89,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\7fc83eb5-157c-4c55-be28-0bfc219c7062_jpg.rf.64e6f304354549dcf0a2245a2ae4016b.jpg,ml\evaluation\development\review\crops\89_7fc83eb5-157c-4c55-be28-0bfc219c7062_jpg.rf.64e6f304354549dcf0a2245a2ae4016b.jpg,0.890103,PMV 5769,PMV5769,0.999173,PMV5769,PMV5769,true
90,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\9478b4e0-583c-4dd0-bc24-1969fcabfdf0_jpg.rf.1fae41e5fdf5e5ef4a067438f7f031e7.jpg,ml\evaluation\development\review\crops\90_9478b4e0-583c-4dd0-bc24-1969fcabfdf0_jpg.rf.1fae41e5fdf5e5ef4a067438f7f031e7.jpg,0.897083,PMU 4951,PMU4951,0.995408,PMU4951,PMU4951,true
91,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\a3b2b64d-4e48-47db-8022-b86a1cbf7e2d_jpg.rf.bb8b3c2aa09fbac8925a6fd66bf778f9.jpg,ml\evaluation\development\review\crops\91_a3b2b64d-4e48-47db-8022-b86a1cbf7e2d_jpg.rf.bb8b3c2aa09fbac8925a6fd66bf778f9.jpg,0.934585,PMU 4951,PMU4951,0.999473,PMU4951,PMU4951,true
92,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\b8ecddfc-5fb3-480c-93d2-5bc1307b6d23_jpg.rf.c1ce191daaab784b880feab982f3079f.jpg,ml\evaluation\development\review\crops\92_b8ecddfc-5fb3-480c-93d2-5bc1307b6d23_jpg.rf.c1ce191daaab784b880feab982f3079f.jpg,0.905265,PMS,PM5,0.999993,PMS9501,PMS9501,false
93,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bb6b932b-922f-4eb9-ba6c-f2722f8990f9_jpg.rf.5c9b1368282de7a982256c8cdd04f7b2.jpg,ml\evaluation\development\review\crops\93_bb6b932b-922f-4eb9-ba6c-f2722f8990f9_jpg.rf.5c9b1368282de7a982256c8cdd04f7b2.jpg,0.908656,WC 679 T,WC679T,0.999680,WC679T,WC679T,true
94,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bcb7964e-91e2-4690-88e2-8e13ade5f420_jpg.rf.a1da4fef6dce3ae66afb3cc18a0bb729.jpg,ml\evaluation\development\review\crops\94_bcb7964e-91e2-4690-88e2-8e13ade5f420_jpg.rf.a1da4fef6dce3ae66afb3cc18a0bb729.jpg,0.889863,PMS 9501,PMS9501,0.999199,PMS9501,PMS9501,true
95,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\bd0beef8-657d-47ea-b1d8-97f94c527321_jpg.rf.6b06e4800cbf7fc3a9ec46ac344aa0f0.jpg,ml\evaluation\development\review\crops\95_bd0beef8-657d-47ea-b1d8-97f94c527321_jpg.rf.6b06e4800cbf7fc3a9ec46ac344aa0f0.jpg,0.861923,VBV,V8V,0.999645,VBV2375,VBV2375,false
96,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\be69f5b3-1de1-4a2c-b61c-fe58ad360e0e_jpg.rf.1b3762c6d139226c05fd9dbc3d4b0248.jpg,ml\evaluation\development\review\crops\96_be69f5b3-1de1-4a2c-b61c-fe58ad360e0e_jpg.rf.1b3762c6d139226c05fd9dbc3d4b0248.jpg,0.893405,PMV5769,PMV5769,0.999988,PMV5769,PMV5769,true
97,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\c4417016-7e5c-43fd-981a-20302a85add8_jpg.rf.d17e08f0f7200c0fd33c9c820fb6a515.jpg,ml\evaluation\development\review\crops\97_c4417016-7e5c-43fd-981a-20302a85add8_jpg.rf.d17e08f0f7200c0fd33c9c820fb6a515.jpg,0.895960,641,641,0.999976,VK641,VK641,false
98,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\c8e9e034-e30b-4500-8825-89c54cfd67ab_jpg.rf.80432bc4b08b5bf4c571ef5708257ac0.jpg,ml\evaluation\development\review\crops\98_c8e9e034-e30b-4500-8825-89c54cfd67ab_jpg.rf.80432bc4b08b5bf4c571ef5708257ac0.jpg,0.895777,VBR 2625,VBR2625,0.968544,VBR2625,VBR2625,true
99,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\carplate5_jpg.rf.4160b55536f8048fc9d96ed007eb9a2c.jpg,ml\evaluation\development\review\crops\99_carplate5_jpg.rf.4160b55536f8048fc9d96ed007eb9a2c.jpg,0.914892,JQK6888,JQK6888,0.998436,JQK6888,JQK6888,true
100,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\CB6_jpg.rf.3ac4255a81971fad72809b81e3042a51.jpg,ml\evaluation\development\review\crops\100_CB6_jpg.rf.3ac4255a81971fad72809b81e3042a51.jpg,0.877080,CB6,CB6,0.994298,CB6,CB6,true
101,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\d4adec7b-9a43-4d5d-89c3-8f6cff9e226d_jpg.rf.53ccb291af3ab42468742184937aee94.jpg,ml\evaluation\development\review\crops\101_d4adec7b-9a43-4d5d-89c3-8f6cff9e226d_jpg.rf.53ccb291af3ab42468742184937aee94.jpg,0.894760,KDY4848,KDY4848,0.999961,KDY4848,KDY4848,true
102,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\f4dc5089-6cee-4085-bffe-85156e25af1a_jpg.rf.0e6cce7855d4bbb4fd98305574a6e9f6.jpg,ml\evaluation\development\review\crops\102_f4dc5089-6cee-4085-bffe-85156e25af1a_jpg.rf.0e6cce7855d4bbb4fd98305574a6e9f6.jpg,0.910143,BPS,BP5,0.999968,BPS726,BPS726,false
103,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HBA8597_jpg.rf.588dbdafa0d145ce4fda87cfa5021ebd.jpg,ml\evaluation\development\review\crops\103_HBA8597_jpg.rf.588dbdafa0d145ce4fda87cfa5021ebd.jpg,0.924439,HBA8597,HBA8597,0.999970,HBA8597,HBA8597,true
104,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HBB6533_jpg.rf.95a06e2a4c9da0df6ec7a9801c9ea9d2.jpg,ml\evaluation\development\review\crops\104_HBB6533_jpg.rf.95a06e2a4c9da0df6ec7a9801c9ea9d2.jpg,0.921599,6533,6533,0.999963,HBB6533,HBB6533,false
105,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWC408_jpg.rf.052612c201afa1f55ed224406a44573b.jpg,ml\evaluation\development\review\crops\105_HWC408_jpg.rf.052612c201afa1f55ed224406a44573b.jpg,0.892462,HWC 408,HWC408,0.952077,HWC408,HWC408,true
106,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWD2527_jpg.rf.716dc801ee3fd744776b91de2eb8d149.jpg,ml\evaluation\development\review\crops\106_HWD2527_jpg.rf.716dc801ee3fd744776b91de2eb8d149.jpg,0.936948,HWD 2527,HWD2527,0.999856,HWD2527,HWD2527,true
107,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWD6457-1-_jpg.rf.fe951965b9a8887cfe1aeacb381e5d35.jpg,ml\evaluation\development\review\crops\107_HWD6457-1-_jpg.rf.fe951965b9a8887cfe1aeacb381e5d35.jpg,0.938914,HWD 6457,HWD6457,0.974834,HWD6457,HWD6457,true
108,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWE7837_jpg.rf.4a257babc5f381f47067eb02a9e282b5.jpg,ml\evaluation\development\review\crops\108_HWE7837_jpg.rf.4a257babc5f381f47067eb02a9e282b5.jpg,0.910087,HWE7837,HWE7837,0.999915,HWE7837,HWE7837,true
109,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\HWE9_jpg.rf.0ddd2e2ed3adf0a79eac87d819f0e69b.jpg,ml\evaluation\development\review\crops\109_HWE9_jpg.rf.0ddd2e2ed3adf0a79eac87d819f0e69b.jpg,0.925193,HWE9,HWE9,0.958326,HWE9,HWE9,true
110,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\JCD8688_jpg.rf.b7adfa9b9f6a211dab593b734a663f62.jpg,ml\evaluation\development\review\crops\110_JCD8688_jpg.rf.b7adfa9b9f6a211dab593b734a663f62.jpg,0.937809,JCD 8688,JCD8688,0.958526,JCD8688,JCD8688,true
111,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\KV5059D_jpg.rf.fdd1779f732339b4e13b5d1f4efceaa9.jpg,ml\evaluation\development\review\crops\111_KV5059D_jpg.rf.fdd1779f732339b4e13b5d1f4efceaa9.jpg,0.904377,KV5059D,KV5059D,0.999658,KV5059D,KV5059D,true
112,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\malaysia-car-plate-number_13_jpeg_jpg.rf.5708e9b391a676631a9d77f4f7d89242.jpg,ml\evaluation\development\review\crops\112_malaysia-car-plate-number_13_jpeg_jpg.rf.5708e9b391a676631a9d77f4f7d89242.jpg,0.926996,YA 8055,YA8055,0.999598,YA8055,YA8055,true
113,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\malaysia-car-plate-number_37_jpeg_jpg.rf.140734eedca1636d97486393a8aca618.jpg,ml\evaluation\development\review\crops\113_malaysia-car-plate-number_37_jpeg_jpg.rf.140734eedca1636d97486393a8aca618.jpg,0.914073,AAM4,AAM4,0.999875,AAM4,AAM4,true
115,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kerata-serawak-dan-sabah_258_jpeg_jpg.rf.19e6e0912ed2fc7357061bcd2b6162dd.jpg,ml\evaluation\development\review\crops\115_nombor-plate-kerata-serawak-dan-sabah_258_jpeg_jpg.rf.19e6e0912ed2fc7357061bcd2b6162dd.jpg,0.935875,BB 888,BB888,0.916757,BB888,BB888,true
116,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kerata-serawak-dan-sabah_260_png_jpg.rf.3b9b30684656d049883234768a6e4f2e.jpg,ml\evaluation\development\review\crops\116_nombor-plate-kerata-serawak-dan-sabah_260_png_jpg.rf.3b9b30684656d049883234768a6e4f2e.jpg,0.772410,FD 3137,FD3137,0.951196,FD3137,FD3137,true
117,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-kereta-malaysia_118_jpeg_jpg.rf.9d916b993f18f845ee91f11567837102.jpg,ml\evaluation\development\review\crops\117_nombor-plate-kereta-malaysia_118_jpeg_jpg.rf.9d916b993f18f845ee91f11567837102.jpg,0.915459,SYG 4,SYG4,0.978926,SYG4,SYG4,true
119,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\nombor-plate-teksi-malaysia_258_jpeg_jpg.rf.4833dbf05685b520c3e81862e5256637.jpg,ml\evaluation\development\review\crops\119_nombor-plate-teksi-malaysia_258_jpeg_jpg.rf.4833dbf05685b520c3e81862e5256637.jpg,0.925436,HQ 1991,HQ1991,0.996021,HQ1991,HQ1991,true
120,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\PNG6329_jpg.rf.7d523c0f480a5fc8d68478873df33824.jpg,ml\evaluation\development\review\crops\120_PNG6329_jpg.rf.7d523c0f480a5fc8d68478873df33824.jpg,0.922983,PNG 6329,PNG6329,0.969792,PNG6329,PNG6329,true
121,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\QAA1805X_jpg.rf.4b9a3c46ce4f137ef66ffcf39e393198.jpg,ml\evaluation\development\review\crops\121_QAA1805X_jpg.rf.4b9a3c46ce4f137ef66ffcf39e393198.jpg,0.945053,1805X,1805X,0.991323,QAA1805X,QAA1805X,false
122,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SA7893K_jpg.rf.826724b650a6e76ecaace12a56cd2f0b.jpg,ml\evaluation\development\review\crops\122_SA7893K_jpg.rf.826724b650a6e76ecaace12a56cd2f0b.jpg,0.925103,SA7893K,SA7893K,0.996455,SA7893K,SA7893K,true
123,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SAC9680B_jpg.rf.c21db483c0aefdc633d60bdde45be366.jpg,ml\evaluation\development\review\crops\123_SAC9680B_jpg.rf.c21db483c0aefdc633d60bdde45be366.jpg,0.927084,SAC9680B,SAC9680B,0.998070,SAC9680B,SAC9680B,true
124,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SB1576F_jpg.rf.613d586b1965c211db1550e882861298.jpg,ml\evaluation\development\review\crops\124_SB1576F_jpg.rf.613d586b1965c211db1550e882861298.jpg,0.912834,SB 1576 F,SB1576F,0.973596,SB1576F,SB1576F,true
125,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SD1252T_jpg.rf.c16189ec7d7336a6943a1930c9e3c4eb.jpg,ml\evaluation\development\review\crops\125_SD1252T_jpg.rf.c16189ec7d7336a6943a1930c9e3c4eb.jpg,0.902235,SD 1252 T,SD1252T,0.921508,SD1252T,SD1252T,true
126,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\SL3A_jpg.rf.a456fbc8f2f892a6d3d50b99b20d1694.jpg,ml\evaluation\development\review\crops\126_SL3A_jpg.rf.a456fbc8f2f892a6d3d50b99b20d1694.jpg,0.910067,SL3A,SL3A,0.989202,SL3A,SL3A,true
127,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ST6779Y_jpg.rf.1dff815ba6d676b7b41be66033cbebae.jpg,ml\evaluation\development\review\crops\127_ST6779Y_jpg.rf.1dff815ba6d676b7b41be66033cbebae.jpg,0.931692,ST,ST,0.999935,ST6779Y,ST6779Y,false
128,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\VBF2069_jpg.rf.e677d0eef2a93be6dfe1632aaa14dce7.jpg,ml\evaluation\development\review\crops\128_VBF2069_jpg.rf.e677d0eef2a93be6dfe1632aaa14dce7.jpg,0.951860,VBF 2069,VBF2069,0.989085,VBF2069,VBF2069,true
129,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\VDD9379_jpg.rf.9a5bea3835bcd7bb2c634c5bc79a8039.jpg,ml\evaluation\development\review\crops\129_VDD9379_jpg.rf.9a5bea3835bcd7bb2c634c5bc79a8039.jpg,0.924772,VDD 9379,VDD9379,0.958160,VDD9379,VDD9379,true
130,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\W2496F_jpg.rf.1b8c73f0dec4b825f2813154310befb8.jpg,ml\evaluation\development\review\crops\130_W2496F_jpg.rf.1b8c73f0dec4b825f2813154310befb8.jpg,0.916127,W2496Fw,W2496FW,0.991101,W2496F,W2496F,false
131,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WB1100C_jpg.rf.82fdab7a260dde186ffd3302a1ec3f62.jpg,ml\evaluation\development\review\crops\131_WB1100C_jpg.rf.82fdab7a260dde186ffd3302a1ec3f62.jpg,0.870540,WB 1100 C,WB1100C,0.991473,WB1100C,WB1100C,true
132,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WFK739_jpg.rf.eb63e0af6e3de7d9fe241b80ad4b8c93.jpg,ml\evaluation\development\review\crops\132_WFK739_jpg.rf.eb63e0af6e3de7d9fe241b80ad4b8c93.jpg,0.922228,WFK,WFK,0.524195,WFK739,WFK739,false
133,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WKW3556_jpg.rf.2a545d3aee77caa8d1d8de255d9bf63c.jpg,ml\evaluation\development\review\crops\133_WKW3556_jpg.rf.2a545d3aee77caa8d1d8de255d9bf63c.jpg,0.930292,3556,3556,0.999994,WKW3556,WKW3556,false
134,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WNF7367_jpg.rf.63d58cfc1d82660d7843499311783e0d.jpg,ml\evaluation\development\review\crops\134_WNF7367_jpg.rf.63d58cfc1d82660d7843499311783e0d.jpg,0.900784,WNF7367,WNF7367,0.999952,WND7367,WND7367,false
135,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WPD3836_jpg.rf.679b2c919bc029710508c61a048f008f.jpg,ml\evaluation\development\review\crops\135_WPD3836_jpg.rf.679b2c919bc029710508c61a048f008f.jpg,0.876324,WPD 3836,WPD3836,0.999049,WPD3836,WPD3836,true
136,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\WVV5895_jpg.rf.3cb10773f33cfead44d73f8a75a3ed9a.jpg,ml\evaluation\development\review\crops\136_WVV5895_jpg.rf.3cb10773f33cfead44d73f8a75a3ed9a.jpg,0.935288,5895,5895,0.999975,WVV5895,WVV5895,false
137,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ZZ193_jpg.rf.eaed7d06b573754df464709a6046f7e5.jpg,ml\evaluation\development\review\crops\137_ZZ193_jpg.rf.eaed7d06b573754df464709a6046f7e5.jpg,0.887259,ZZ 193,ZZ193,0.997517,ZZ193,ZZ193,true
138,C:\Capstone Project\Malaysian Car Plate Dataset\train\images\ZZ2169_jpg.rf.054f67b5454ff10b5a742b6819ea8bb3.jpg,ml\evaluation\development\review\crops\138_ZZ2169_jpg.rf.054f67b5454ff10b5a742b6819ea8bb3.jpg,0.922673,ZZ2169,ZZ2169,0.999964,ZZ2169,ZZ2169,true
139,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_134909_jpg.rf.345d84760a68eb32f4d7e2850d3ee6e3.jpg,ml\evaluation\development\review\crops\139_20251124_134909_jpg.rf.345d84760a68eb32f4d7e2850d3ee6e3.jpg,0.940097,MBQ 9838,MBQ9838,0.999420,MBQ9838,MBQ9838,true
140,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_135640_jpg.rf.e5f176dc6091f7770955a6902d9798d5.jpg,ml\evaluation\development\review\crops\140_20251124_135640_jpg.rf.e5f176dc6091f7770955a6902d9798d5.jpg,0.926634,1M4U 792,1M4U792,0.986309,1M4U792,1M4U792,true
141,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151116_jpg.rf.abcfc44c88a1dbe53aa5d8db2a14072a.jpg,ml\evaluation\development\review\crops\141_20251124_151116_jpg.rf.abcfc44c88a1dbe53aa5d8db2a14072a.jpg,0.927621,QCR 5150,QCR5150,0.968062,QCR5150,QCR5150,true
142,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151216_jpg.rf.878dfccc5b2841e0c4a3a8d2d84b6eee.jpg,ml\evaluation\development\review\crops\142_20251124_151216_jpg.rf.878dfccc5b2841e0c4a3a8d2d84b6eee.jpg,0.935837,SUIIIM,SUIIIM,0.736998,SU1111M,SU1111M,false
143,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251124_151241_jpg.rf.4280b50a4da718b4f585a61e46a526ec.jpg,ml\evaluation\development\review\crops\143_20251124_151241_jpg.rf.4280b50a4da718b4f585a61e46a526ec.jpg,0.934408,GOLD 1460,GOLD1460,0.959730,GOLD1460,GOLD1460,true
144,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_123456_jpg.rf.bdde5622550631b0aa866ee4fd4b7cd4.jpg,ml\evaluation\development\review\crops\144_20251128_123456_jpg.rf.bdde5622550631b0aa866ee4fd4b7cd4.jpg,0.935723,MDL: 3431,MDL3431,0.979122,MDL3431,MDL3431,true
145,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_125312_jpg.rf.4c375f324d9de1b34740329443b55500.jpg,ml\evaluation\development\review\crops\145_20251128_125312_jpg.rf.4c375f324d9de1b34740329443b55500.jpg,0.892347,MCJ70,MCJ70,0.999364,MCJ70,MCJ70,true
146,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20251128_140846_jpg.rf.db5d2932161cac8ebc5b744b82bd716b.jpg,ml\evaluation\development\review\crops\146_20251128_140846_jpg.rf.db5d2932161cac8ebc5b744b82bd716b.jpg,0.910837,MCX-9680,MCX9680,0.935001,MCX9680,MCX9680,true
147,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\20260113_171118_jpg.rf.452f796d48c21cf0361a0055db3bd8d2.jpg,ml\evaluation\development\review\crops\147_20260113_171118_jpg.rf.452f796d48c21cf0361a0055db3bd8d2.jpg,0.939148,DCA,DCA,0.999876,DCA9000,DCA9000,false
148,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\f787f1a2-82e4-4726-89cf-ca929c68eafe_jpg.rf.b35e3709bd877d60bcffa8b4bd95e263.jpg,ml\evaluation\development\review\crops\148_f787f1a2-82e4-4726-89cf-ca929c68eafe_jpg.rf.b35e3709bd877d60bcffa8b4bd95e263.jpg,0.905161,VL716,VL716,0.999974,VL716,VL716,true
149,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\SA377N_jpg.rf.c57a0737729b144e0610486c7c300797.jpg,ml\evaluation\development\review\crops\149_SA377N_jpg.rf.c57a0737729b144e0610486c7c300797.jpg,0.942768,SA377N,SA377N,0.999936,SA377N,SA377N,true
150,C:\Capstone Project\Malaysian Car Plate Dataset\val\images\ST3633Y_jpg.rf.a96fa7f1571f79162a00007c72893fb1.jpg,ml\evaluation\development\review\crops\150_ST3633Y_jpg.rf.a96fa7f1571f79162a00007c72893fb1.jpg,0.930294,ST3633Y,ST3633Y,0.999388,ST3633Y,ST3633Y,true
